scorer,,,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor
bodyparts,,,wire,wire,snout,snout,rEar,rEar,lEar,lEar,trPaw,trPaw,tlPaw,tlPaw,bodyC,bodyC,brPaw,brPaw,blPaw,blPaw,baseTail,baseTail,endTail,endTail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,FoxP2_118_010622_CONTRA_GP_6-OHDAday7_comp,img00647.png,328.1304346859862,112.69240855149133,308.6969783842246,73.8254959479682,,,308.6969783842246,153.05420240899605,250.39660947893992,76.8152584559316,257.8710157488482,105.21800228158304,178.64230928782035,100.73335851963792,148.7446842081871,33.46370209046336,114.36241536660896,169.49789620279432,48.58764019141597,109.70264604352792,36.62859015956269,420.63794687171287
labeled-data,FoxP2_118_010622_CONTRA_GP_6-OHDAday7_comp,img02220.png,329.6253159399679,109.70264604352792,316.1713846541329,78.31013970991307,,,299.72769086033463,148.56955864705105,248.90172822495836,79.80502096389478,254.8812532408849,108.20776478954622,180.13719054180194,105.21800228158304,145.7549217002238,31.96882083648165,115.85729662059066,160.52860867890433,48.58764019141597,108.20776478954622,32.1439463976177,422.1328281256946
labeled-data,FoxP2_118_010622_CONTRA_GP_6-OHDAday7_comp,img03529.png,325.1406721780229,118.67193356741792,292.25328459042635,70.83573344000479,,,302.71745336829804,154.54908366297775,250.39660947893992,75.3203772019499,251.8914907329216,106.71288353556474,178.64230928782035,90.26918974176648,144.2600404462421,28.97905832851848,111.37265285864568,168.00301494881262,48.58764019141597,108.20776478954622,33.6388276515994,416.1533031097679
labeled-data,FoxP2_118_010622_CONTRA_GP_6-OHDAday7_comp,img04823.png,326.6355534320046,112.69240855149133,316.1713846541329,82.79478347185818,,,305.70721587626133,154.54908366297775,253.3863719869032,76.81525845593137,253.3863719869032,109.70264604352792,174.15766552587536,102.22823977361963,148.7446842081871,37.94834585240847,109.87777160466396,166.50813369483103,47.09275893743427,109.70264604352792,30.649065143636108,416.1533031097679
labeled-data,FoxP2_118_010622_CONTRA_GP_6-OHDAday7_comp,img05642.png,323.6457909240412,112.69240855149133,311.6867408921879,82.79478347185818,,,302.71745336829804,151.55932115501446,253.3863719869032,76.8152584559316,251.8914907329216,108.20776478954622,171.16790301791207,96.24871475769304,147.2498029542055,34.95858334444506,108.38289035068236,165.01325244084933,42.60811517548939,115.6821710594545,26.164421381691117,420.63794687171287
labeled-data,FoxP2_118_010622_CONTRA_GP_6-OHDAday7_comp,img05988.png,317.6662659081146,114.18728980547304,293.74816584440805,85.78454597982136,,,299.72769086033463,153.05420240899605,250.39660947893992,78.31013970991307,254.88125324088503,114.18728980547304,186.11671555772864,103.72312102760134,141.2702779382788,31.96882083648165,117.35217787457223,163.51837118686765,51.57740269937926,106.71288353556474,29.154183889654405,420.63794687171287
labeled-data,FoxP2_118_010622_CONTRA_GP_6-OHDAday7_comp,img06188.png,328.1304346859862,111.19752729750962,317.6662659081146,73.8254959479682,,,304.2123346222796,147.07467739306935,253.3863719869032,78.31013970991307,253.3863719869032,108.20776478954622,171.16790301791207,93.25895224972965,148.7446842081871,34.95858334444506,115.85729662059066,166.50813369483103,45.59787768345268,111.19752729750962,30.649065143636108,420.63794687171287
labeled-data,FoxP2_118_010622_CONTRA_GP_6-OHDAday7_comp,img06457.png,325.1406721780229,114.18728980547304,292.25328459042635,84.28966472583988,,,301.22257211431634,150.06443990103276,247.40684697097663,76.8152584559316,257.8710157488482,111.19752729750962,165.18837800198537,97.74359601167475,148.7446842081871,33.46370209046336,115.85729662059066,172.4876587107576,45.59787768345268,106.71288353556474,27.659302635672702,426.6174718876396
