scorer,,,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000,DLC_resnet50_Tracking_bright_setup_videosSep5shuffle1_2050000
bodyparts,,,wire,wire,wire,snout,snout,snout,rEar,rEar,rEar,lEar,lEar,lEar,trPaw,trPaw,trPaw,tlPaw,tlPaw,tlPaw,bodyC,bodyC,bodyC,brPaw,brPaw,brPaw,blPaw,blPaw,blPaw,baseTail,baseTail,baseTail,endTail,endTail,endTail
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img07229.png,255.0277862548828,619.7716674804688,0.9871718287467957,81.63850402832031,757.9528198242188,0.9998716115951538,201.04324340820312,602.6746215820312,0.047170381993055344,196.71841430664062,602.190673828125,0.019023731350898743,131.55902099609375,770.4011840820312,0.9869428873062134,129.49148559570312,767.6537475585938,0.9784327745437622,176.6950225830078,690.017333984375,0.9973326921463013,226.43348693847656,797.4630126953125,0.9994533658027649,197.02479553222656,599.3232421875,0.9600340127944946,307.09771728515625,715.9545288085938,0.9998680353164673,516.1048583984375,879.1182250976562,0.9998530149459839
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img07847.png,887.4122314453125,884.69580078125,0.9996552467346191,938.5054931640625,952.1112670898438,0.9995699524879456,858.0607299804688,867.9439697265625,0.9949341416358948,854.906005859375,865.9653930664062,0.06351137161254883,823.900634765625,906.4942626953125,0.9979440569877625,678.2407836914062,829.4952392578125,0.6326134204864502,773.2240600585938,914.7713012695312,0.9995206594467163,672.9354858398438,834.3895263671875,0.14783088862895966,697.4087524414062,969.011474609375,0.999357283115387,659.9805297851562,891.5963134765625,0.9997896552085876,407.1518249511719,847.3455810546875,0.9987082481384277
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img15967.png,906.4850463867188,201.3749542236328,0.9991286396980286,961.3146362304688,147.93267822265625,0.9999794960021973,707.2154541015625,105.80332946777344,0.33567020297050476,863.3837280273438,229.74951171875,0.07542096078395844,904.6715087890625,95.62745666503906,0.9993188381195068,731.3871459960938,64.67308807373047,0.5732236504554749,822.953369140625,145.9293212890625,0.9985464215278625,849.3983764648438,81.66082763671875,0.9997475743293762,712.035888671875,124.77009582519531,0.9995679259300232,764.3036499023438,63.13164520263672,0.48671358823776245,1059.386962890625,104.10122680664062,0.9980177879333496
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img15299.png,934.5504150390625,478.65283203125,0.9983803033828735,974.0987548828125,444.5281066894531,0.9997227787971497,905.53271484375,516.4889526367188,0.9995799660682678,1009.6112670898438,660.1631469726562,0.026028409600257874,949.951904296875,557.5750732421875,0.9964466691017151,828.9353637695312,752.0040893554688,0.2339193969964981,932.5596313476562,651.4318237304688,0.964539647102356,828.2743530273438,754.6380615234375,0.9887352585792542,1008.1890869140625,731.22314453125,0.999714195728302,892.8599243164062,778.5280151367188,0.9994805455207825,672.1282348632812,946.7958984375,0.9997677206993103
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img07390.png,440.42730712890625,900.45361328125,0.999913215637207,414.5708312988281,979.6612548828125,0.9998132586479187,443.05413818359375,865.7479858398438,0.9992007613182068,441.5499572753906,863.741455078125,0.0493633970618248,384.266357421875,797.5897216796875,0.9965543746948242,313.42364501953125,898.80810546875,0.991582453250885,304.7144470214844,782.940185546875,0.9290772676467896,307.5030822753906,677.893310546875,0.9984904527664185,305.8932189941406,675.675537109375,0.3910340666770935,269.9716796875,640.5951538085938,0.9997722506523132,165.79246520996094,365.2068176269531,0.9997503161430359
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img07722.png,708.6913452148438,818.524169921875,0.5557346343994141,617.9244384765625,880.390380859375,0.158090740442276,738.5678100585938,847.850341796875,0.10459370911121368,640.1421508789062,793.5675048828125,0.2962208390235901,757.1403198242188,949.309814453125,0.9974009990692139,555.3618774414062,974.4722290039062,0.5925084352493286,682.3497314453125,900.6463623046875,0.9930958151817322,723.5631103515625,838.4255981445312,0.9978919625282288,558.6066284179688,959.130126953125,0.9991976618766785,573.2897338867188,853.6365356445312,0.9997112154960632,316.43621826171875,926.9533081054688,0.9978673458099365
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img07692.png,736.97607421875,821.5814819335938,0.5215177536010742,662.3130493164062,901.0562133789062,0.16192415356636047,781.79345703125,852.3175659179688,0.9941036105155945,728.176513671875,830.1893310546875,0.008710444904863834,836.7830810546875,931.4880981445312,0.99901282787323,620.0169067382812,971.2880859375,0.27442726492881775,720.65185546875,909.06005859375,0.9907934069633484,722.848876953125,834.2706909179688,0.9997218251228333,622.6900024414062,965.5421752929688,0.9968991279602051,608.9479370117188,868.0305786132812,0.9998251795768738,314.4935607910156,946.2484130859375,0.9964982271194458
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img15963.png,900.1558227539062,213.7353057861328,0.9995297193527222,951.713134765625,167.66775512695312,0.9998648166656494,707.9067993164062,105.11927032470703,0.1185929924249649,858.0657958984375,234.51919555664062,0.788950502872467,887.8598022460938,137.69287109375,0.9988698363304138,854.6239013671875,222.78836059570312,0.9916440844535828,814.3755493164062,155.40988159179688,0.9961257576942444,850.726318359375,82.9375991821289,0.9999091625213623,714.2465209960938,124.73623657226562,0.9997261166572571,771.052978515625,62.40805435180664,0.7538580894470215,1059.9642333984375,115.63932037353516,0.9995719790458679
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img15300.png,931.19873046875,469.67193603515625,0.9997730851173401,970.8690185546875,436.11053466796875,0.9997106194496155,904.7738647460938,510.33294677734375,0.99736088514328,1017.776123046875,608.7044677734375,0.22999687492847443,949.8847045898438,558.093017578125,0.9980238676071167,1016.5302734375,611.68212890625,0.6067401766777039,931.4383544921875,651.0477294921875,0.9811506867408752,828.561767578125,754.1685180664062,0.9870339632034302,1008.3124389648438,731.399169921875,0.9998831748962402,896.6676635742188,775.5391235351562,0.9997119307518005,680.7467041015625,950.8185424804688,0.9996113181114197
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img07510.png,751.1254272460938,875.4893798828125,0.9994345307350159,783.1929321289062,936.375244140625,0.9990623593330383,714.8499145507812,849.1527709960938,0.99616938829422,668.6542358398438,952.8182373046875,0.1676466464996338,660.2095336914062,873.8528442382812,0.9991757273674011,673.1122436523438,953.91357421875,0.4976149797439575,575.9274291992188,894.5484619140625,0.9961168766021729,506.3583679199219,828.66455078125,0.9996579885482788,399.9927062988281,956.6021728515625,0.9467326402664185,425.7968444824219,857.5645751953125,0.9984398484230042,109.61039733886719,871.45263671875,0.9998080134391785
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img08252.png,828.954833984375,793.4520263671875,0.948225200176239,749.6671142578125,925.5548706054688,0.014861861243844032,882.2963256835938,823.7544555664062,0.8444386720657349,788.3399047851562,803.2894897460938,0.03440966084599495,977.0926513671875,944.0348510742188,0.9944705963134766,980.3793334960938,942.4495849609375,0.07158853858709335,861.1058959960938,910.1773681640625,0.7761293649673462,892.0001220703125,856.8185424804688,0.9991957545280457,773.594482421875,929.5491333007812,0.9999121427536011,780.0130004882812,821.51416015625,0.9998840093612671,557.6167602539062,960.7847900390625,0.9992464780807495
labeled-data,FoxP2_122_150622_CONTRA_GP_6-OHDA_comp,img07468.png,655.3466186523438,883.6787719726562,0.9999045133590698,679.5363159179688,934.98681640625,0.9996730089187622,616.88232421875,850.5297241210938,0.9990434050559998,226.339111328125,768.6019287109375,0.06236527860164642,542.773193359375,896.3261108398438,0.9945735335350037,649.0400390625,943.5750122070312,0.3873472511768341,497.66754150390625,878.2573852539062,0.9879485368728638,398.52545166015625,771.8150634765625,0.9120520949363708,264.6291809082031,871.0784301757812,0.9857536554336548,356.09808349609375,819.7781372070312,0.9997367262840271,130.13336181640625,656.3611450195312,0.9997748732566833
